,id,title,overview,release_date,popularity,vote_average,vote_count
4928,172,Star Trek V: The Final Frontier,A renegade Vulcan with a startling secret hijacks the U.S.S. Enterprise in order to find a mythical planet.,1989-06-09,2.5394,5.726,1226
4929,800939,Ticket to Paradise,Divorced couple Georgia and David find themselves on a shared mission: they team up and travel to Bali to stop their daughter Lily from making the same mistake they once made 25 years ago.,2022-09-08,2.8702,6.443,1309
4930,49983,Enemy Gold,Three Federal agents go in search of gold supposedly hidden by Quantrell during the Civil War after they are suspended by a corrupt official for excessive force during a drug raid. Meanwhile a drug lord hires a hit woman to kill the three for interfering with his operations.,1994-06-03,1.9467,4.1,35
4931,830788,The Invitation,"After the death of her mother, Evie is approached by an unknown cousin who invites her to a lavish wedding in the English countryside. Soon, she realizes a gothic conspiracy is afoot and must fight for survival as she uncovers twisted secrets in her family’s history.",2022-08-24,2.5106,6.036,885
4932,175574,Free Birds,Two turkeys from opposite sides of the tracks must put aside their differences and team up to travel back in time to change the course of history—and get turkey off the holiday menu for good.,2013-10-30,2.4589,5.883,812
4933,1426486,Chaos: The Manson Murders,"In August 1969, Charles Manson's followers killed seven people on his orders. Why? Explore a conspiracy of mind control, CIA experiments, and murder.",2025-03-06,2.7877,6.1,49
4934,800345,Carter,"Carter, who awakens two months into a deadly pandemic originating from the DMZ that has already devastated US and North Korea. He who has no recollections of his past finds a mysterious device in his head, and a lethal bomb in his mouth. A voice in his ears gives him orders to avoid getting killed and he's thrown into a mysterious operation while the CIA and North Korean coup chase him close.",2022-08-05,3.0611,6.01,392
4935,192102,3 Days to Kill,"A dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. But first, he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years, while his wife is out of town.",2014-02-14,3.5686,6.102,2212
4936,1296504,Stand Your Ground,"Former Special Forces operative, Jack Johnson, uses the Stand Your Ground law to seek vengeance for his wife’s murder, igniting a brutal war against a local crime lord’s family and ending in an explosive showdown.",2025-05-09,3.4703,5.7,17
4937,933785,Mama Boy,Xiao Hong is a shy 29-year-old man who works in an aquarium fish store and lets his overprotective mother boss him around in all aspects of his life. His cousin decides to take him to a seedy hotel where Sister Lele oversees the prostitution business.,2022-08-26,2.8233,5.2,5
4938,55374,Riding Bean,"Bean Bandit and his partner Rally Vincent are couriers for hire - transporting clients and delivering goods in his custom sports car ""Roadbuster"" for a hefty price. But when they are hired to escort a kidnapped girl named Chelsea to her home, they don't realize they're being framed for kidnapping as their former clients Semmerling and Carrie plan their escape with Chelsea's father and the ransom money.",1989-02-22,1.4803,6.597,36
4939,530779,Midnight Bus,"Middle-aged Riichi Takamiya drives the midnight bus between Tokyo and snow-swept Niigata, where he lives. Just as the relationship with his younger girlfriend is about to bloom, his emotionally desperate ex-wife suddenly reappears.",2018-01-27,3.0519,3.5,2
4940,1194963,Noise,"Ju-young is a young woman with a hearing impediment who decides to investigate her sister's inexplicable disappearance, last seen in her apartment. Feeling more and more cornered, Ju-young begins to hear strange sounds and sense an evil presence in the apartment.",2025-06-25,2.7053,7.2,4
4941,300681,Replicas,A scientist becomes obsessed with returning his family to normalcy after a terrible accident.,2018-10-25,3.2321,6.037,1408
4942,718444,Rogue,"Battle-hardened O’Hara leads a lively mercenary team of soldiers on a daring mission: rescue hostages from their captors in remote Africa. But as the mission goes awry and the team is stranded, O’Hara’s squad must face a bloody, brutal encounter with a gang of rebels.",2020-08-20,2.4103,5.6,710
4943,6279,Sister Act 2: Back in the Habit,"Deloris Van Cartier is again asked to don the nun's habit to help a run-down Catholic school, presided over by Mother Superior. And if trying to reach out to a class full of uninterested students wasn't bad enough, the sisters discover that the school is due to be closed by the unscrupulous chief of a local authority.",1993-12-09,3.7367,6.4,1869
4944,381,To Catch a Thief,"An ex-thief is accused of enacting a new crime spree, so to clear his name he sets off to catch the new thief, who’s imitating his signature style.",1955-08-03,3.2811,7.282,1581
4945,398173,The House That Jack Built,"Failed architect, engineer and vicious murderer Jack narrates the details of some of his most elaborately orchestrated crimes, each of them a towering piece of art that defines his life's work as a serial killer for twelve years.",2018-07-05,3.3385,7.1,2891
4946,271969,Ben-Hur,A falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him.,2016-08-17,2.8457,5.751,1708
4947,917007,Bed Rest,"After struggling to start a family, Julie Rivers becomes pregnant and moves into a new home with her husband. She's ordered to mandatory bed rest, and begins seeing ghostly happenings throughout the house.",2023-02-10,2.8673,6.288,238
4948,8833,Double Trouble,A stuntman and a saxophonist stand in for two billionaires threatened by killers.,1984-10-19,1.9912,7.0,545
4949,6283,MouseHunt,"Down-on-their luck brothers, Lars and Ernie Smuntz, aren't happy with the crumbling old mansion they inherit... until they discover the estate is worth millions. Before they can cash in, they have to rid the house of its single, stubborn occupant—a tiny and tenacious mouse.",1997-12-19,2.9654,6.542,1287
4950,986070,The Wrath of Becky,"Two years after she escaped a violent attack on her family, 16-year-old Becky attempts to rebuild her life in the care of an older woman -- a kindred spirit named Elena. However, when a violent group known as the Noble Men break into their home, attack them and take their beloved dog, Becky must return to her old ways to protect herself and her loved ones.",2023-05-26,2.6131,6.339,392
4951,822653,Puella Magi Madoka Magica the Movie -Walpurgisnacht: Rising-,,,2.2641,0.0,0
4952,779816,White Bird,"After being expelled from Beecher Prep for his treatment of a classmate with a facial deformity, Julian has struggled to fit in at his new school. To transform his life, Julian's grandmother finally reveals her own story of courage of her youth in Nazi-occupied France, where a classmate shelters her from mortal danger.",2023-10-25,3.2533,7.817,191
4953,30726,Inner Sanctum,"A woman attempts suicide when she suspects her husband doesn't love her and is having an affair. Now she's wheelchair-bound, and her husband, who indeed doesn't love her and is having an affair, hires a private nurse to look after his wife. The nurse begins to suspect that she was hired because of unproven allegations that she murdered someone's wife in a similar situation, that the husband wants her to murder his wife.",1991-09-25,2.4518,4.0,11
4954,1139087,Once Upon a Studio,"Created for Disney's 100th anniversary, the short features Mickey Mouse corralling a gallery of legendary Disney characters for a group photo.",2023-09-24,2.9702,8.275,400
4955,10185,The Midnight Meat Train,"A photographer's obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters, ultimately butchering them in the most gruesome ways.",2008-08-07,3.3422,6.157,1169
4956,138,Dracula,"British estate agent Renfield travels to Transylvania to meet the mysterious Count Dracula, who is interested in leasing a castle in London. After Dracula enslaves Renfield and drives him to insanity, the pair sail to London together and Dracula, a secret vampire, begins preying on London socialites.",1931-02-12,2.5023,7.154,1280
4957,17097,After Sex,"Sex is a background to examine intimacy and vulnerability. Looks at the complexity of modern day relationships told through eight separate couples. Through dialogue and compromising situations, the film takes us from the beginning of a relationship to the aftermath of one, and examines every stage in between seeing humor within the drama, heartache and confusion of it all.",2007-09-26,2.3946,5.548,238
